customer_id,first_name,order_id,title,order_date,order_year,order_month,order_day,order_weekday,is_weekend,title_length,total_orders_x,recency_days_x,word_count,recency_days_y,total_orders_y,recency_days,is_churn,total_orders
1334,Colette,1334,Easy French Reader,2022-04-25 07:09:11.688012,2022,4,25,0,0,18,4,112,3,112,4,112,0,4
1335,Tremayne,1335,Dear Genius: The Letters of Ursula Nordstrom,2022-03-30 12:32:45.249612,2022,3,30,2,0,44,2,574,7,574,2,574,1,2
1336,Saul,1336,Lady on the Hill: How Biltmore Estate Became an American Icon,2023-07-17 09:27:43.195212,2023,7,17,0,0,61,5,547,11,547,5,547,1,5
1337,Kenny,1337,The Crucible,2022-07-17 16:41:15.211212,2022,7,17,6,1,12,4,407,2,407,4,407,1,4
1339,Jone,1339,Shopaholic & Baby (Shopaholic  #5),2022-09-02 04:05:49.080012,2022,9,2,4,0,34,4,865,5,865,4,865,1,4
1340,Jehanna,1340,Invisible Man,2022-08-05 04:50:32.145612,2022,8,5,4,0,13,4,397,2,397,4,397,1,4
1341,Nobie,1341,Cat Breaking Free (Joe Grey  #11),2024-09-03 00:33:25.080012,2024,9,3,1,0,33,4,133,6,133,3,133,0,3
1342,Celinda,1342,Stir-Fry,2023-09-11 06:28:22.680012,2023,9,11,0,0,8,2,491,1,491,2,491,1,2
1343,Gerick,1343,The End of Faith: Religion  Terror  and the Future of Reason,2022-02-28 23:55:32.414412,2022,2,28,0,0,60,3,789,11,789,3,789,1,3
1344,Suzy,1344,Still Here: Embracing Aging  Changing and Dying,2024-11-15 11:56:31.598412,2024,11,15,4,0,47,5,60,7,60,5,60,0,5
1345,Gearard,1345,Cat Among the Pigeons (Hercule Poirot  #34),2024-07-17 03:55:52.660812,2024,7,17,2,0,43,5,181,7,181,5,181,1,5
1346,Mariam,1346,On Becoming a Novelist,2022-06-06 17:58:45.432012,2022,6,6,0,0,22,4,719,4,719,4,719,1,4
1347,Omar,1347,Race of Scorpions (The House of Niccolo  #3),2022-12-19 01:13:36.763212,2022,12,19,0,0,44,3,757,8,757,3,757,1,3
1348,Ardene,1348,The Siege (Guardians of Ga'Hoole  #4),2024-03-13 08:01:13.838412,2024,3,13,2,0,37,5,298,6,298,5,298,1,5
1349,Charla,1349,Hard Candy,2022-02-10 18:31:48.744012,2022,2,10,3,0,10,4,850,2,850,4,850,1,4
1350,Erie,1350,The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,2022-06-11 06:00:48.033612,2022,6,11,5,1,47,4,493,9,493,4,493,1,4
1351,Vickie,1351,Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),2022-11-27 00:49:38.635212,2022,11,27,6,1,38,2,290,9,290,2,290,1,2
1352,Roberto,1352,The Big Knockover: Selected Stories and Short Novels,2023-10-01 08:07:13.780812,2023,10,1,6,1,52,2,471,8,471,2,471,1,2
1353,Garv,1353,The McDougall Quick and Easy Cookbook,2024-01-05 14:45:16.900812,2024,1,5,4,0,37,4,375,6,375,4,375,1,4
1354,Hettie,1354,Ape and Essence,2022-12-28 14:34:24.321612,2022,12,28,2,0,15,3,742,3,742,3,742,1,3
1355,Madelena,1355,Black Beauty (Coloring Book),2023-02-19 00:58:16.344012,2023,2,19,6,1,28,6,695,4,695,6,695,1,6
1356,Milena,1356,Down the Yellow Brick Road:The Making of The Wizard of Oz,2023-04-25 14:41:26.126412,2023,4,25,1,0,57,3,630,11,630,3,630,1,3
1357,Nadine,1357,The Drowned and the Saved,2024-08-28 15:45:14.683212,2024,8,28,2,0,25,3,139,5,139,3,139,0,3
1358,Doroteya,1358,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,2023-02-07 02:21:12.897612,2023,2,7,1,0,67,3,707,13,707,3,707,1,3
1359,Hephzibah,1359,How to Think Theologically,2024-02-27 17:53:06.225612,2024,2,27,1,0,26,4,322,4,322,4,322,1,4
1360,Ashley,1360,The Creation of the American Republic  1776-1787,2023-10-20 09:06:08.750412,2023,10,20,4,0,48,4,452,7,452,4,452,1,4
1361,Kev,1361,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,2023-04-15 02:00:56.299212,2023,4,15,5,1,85,6,309,10,309,6,309,1,6
1362,Tommi,1362,Boy  Were  We Wrong About Dinosaurs!,2023-07-03 21:17:04.180812,2023,7,3,0,0,36,6,30,6,30,6,30,0,6
1363,Annette,1363,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),2024-03-30 09:15:21.105612,2024,3,30,5,1,52,4,43,9,43,4,43,0,4
1364,Cassaundra,1364,The Sun in the Morning: My Early Years in India and England,2022-02-13 00:14:53.630412,2022,2,13,6,1,59,4,233,12,233,4,233,1,4
1365,Mame,1365,Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre,2023-12-01 21:48:07.483212,2023,12,1,4,0,52,3,410,7,410,3,410,1,3
1366,Xever,1366,Trickster's Choice (Daughter of the Lioness  #1),2023-07-03 08:15:26.520012,2023,7,3,0,0,48,3,371,7,371,3,371,1,3
1367,Pepi,1367,Oliver and Albert  Friends Forever (Easy-to-Read  Puffin),2023-02-23 02:24:31.617612,2023,2,23,3,0,57,4,691,7,691,4,691,1,4
1368,Stanwood,1368,The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),2022-06-09 04:38:02.625612,2022,6,9,3,0,71,4,950,14,950,4,950,1,4
1369,Pauly,1369,American Government: Continuity and Change  Texas Edition,2024-08-11 19:23:57.288012,2024,8,11,6,1,57,4,156,7,156,4,156,0,4
1370,Denyse,1370,The War of the Worlds,2024-08-04 11:44:38.539212,2024,8,4,6,1,21,3,163,5,163,2,163,0,2
1371,Homerus,1371,In Cold Blood,2024-10-06 02:23:18.523212,2024,10,6,6,1,13,3,41,3,41,3,41,0,3
1372,Abbott,1372,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,2024-12-03 16:25:24.811212,2024,12,3,1,0,73,5,42,13,42,5,42,0,5
1373,Ulrick,1373,Movie Shoes (Shoes  #6),2024-03-25 12:02:04.756812,2024,3,25,0,0,23,4,115,4,115,4,115,0,4
1374,Tamar,1374,In the Green Star's Glow (Green Star  #5),2023-02-16 04:26:50.174412,2023,2,16,3,0,41,5,453,8,453,5,453,1,5
1375,Rosa,1375,Lost Illusions (La Comédie Humaine),2023-07-08 04:43:14.356812,2023,7,8,5,1,35,4,234,5,234,4,234,1,4
1376,Wilek,1376,House of Leaves,2022-12-19 10:22:28.209612,2022,12,19,0,0,15,5,757,3,757,5,757,1,5
1377,Michal,1377,Museo: Textos Ineditos,2023-02-19 14:25:19.310412,2023,2,19,6,1,22,3,695,3,695,3,695,1,3
1378,Decca,1378,The Collaborator: The Trial and Execution of Robert Brasillach,2024-10-09 20:27:22.257612,2024,10,9,2,0,62,2,97,9,97,2,97,0,2
1379,Elsie,1379,Multiculturalism,2024-06-14 05:56:38.683212,2024,6,14,4,0,16,5,214,1,214,5,214,1,5
1381,Cristen,1381,The Green Pearl (Lyonesse  #2),2023-10-07 06:54:49.675212,2023,10,7,5,1,30,7,222,5,222,6,222,1,6
1382,Nicola,1382,Vintage Murakami,2023-01-05 19:04:32.356812,2023,1,5,3,0,16,6,740,2,740,5,740,1,5
1383,Hunt,1383,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),2023-02-02 19:48:11.572812,2023,2,2,3,0,67,5,712,11,712,5,712,1,5
1384,Louisette,1384,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),2023-03-21 13:50:36.811212,2023,3,21,1,0,60,4,665,10,665,4,665,1,4
1385,Wendall,1385,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,2022-06-17 13:16:08.654412,2022,6,17,4,0,75,6,942,13,942,6,942,1,6
1386,Allyn,1386,The Valley of Vision: A Collection of Puritan Prayers and Devotions,2024-09-25 18:36:05.006412,2024,9,25,2,0,67,7,111,11,111,7,111,0,7
1387,Fancy,1387,Refuge (Outlanders  #36),2022-09-24 17:34:00.648012,2022,9,24,5,1,24,4,380,3,380,4,380,1,4
1388,Salim,1388,Sailing Alone Around the Room: New and Selected Poems,2024-02-28 06:54:44.232012,2024,2,28,2,0,53,4,321,9,321,4,321,1,4
1389,Steffane,1389,We Were the Mulvaneys,2023-11-28 23:42:36.024012,2023,11,28,1,0,21,7,412,4,412,7,412,1,7
1390,Ronny,1390,Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),2023-12-18 07:23:49.339212,2023,12,18,0,0,43,4,393,6,393,3,393,1,3
1391,Michelle,1391,The Architecture of Happiness,2023-10-18 20:09:38.760012,2023,10,18,2,0,29,4,454,4,454,3,454,1,3
1392,Nert,1392,Serenissima aka Shylock's Daughter,2023-07-10 12:49:56.260812,2023,7,10,0,0,34,5,181,4,181,5,181,1,5
1393,Isabella,1393,Between Time and Timbuktu or Prometheus-5,2023-02-11 19:12:55.723212,2023,2,11,5,1,41,3,375,6,375,3,375,1,3
1394,Kit,1394,Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),2023-06-28 11:02:19.848012,2023,6,28,2,0,61,7,566,11,566,7,566,1,7
1395,Belvia,1395,When True Night Falls (The Coldfire Trilogy  #2),2023-08-14 00:40:46.584012,2023,8,14,0,0,48,5,56,8,56,5,56,0,5
1396,Carlos,1396,Mark Rothko,2022-06-22 15:11:39.403212,2022,6,22,2,0,11,2,268,2,268,2,268,1,2
1398,Johnny,1398,Shopaholic & Baby (Shopaholic  #5),2023-07-04 06:17:42.801612,2023,7,4,1,0,34,5,419,5,419,5,419,1,5
1399,Cynthia,1399,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,2024-03-13 19:19:34.632012,2024,3,13,2,0,63,3,307,9,307,3,307,1,3
1400,Dedie,1400,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,2024-10-20 10:06:59.323212,2024,10,20,6,1,71,4,40,14,40,4,40,0,4
1401,Angele,1401,Entry to Elsewhen,2024-03-09 08:30:08.491212,2024,3,9,5,1,17,7,294,3,294,7,294,1,7
1402,Angel,1402,Darkness at Noon,2022-08-09 02:16:32.443212,2022,8,9,1,0,16,5,889,3,889,5,889,1,5
1403,Ivar,1403,Strange Relations,2023-09-14 10:51:35.908812,2023,9,14,3,0,17,3,488,2,488,3,488,1,3
1404,Wren,1404,eBay for Dummies,2023-11-30 18:19:16.372812,2023,11,30,3,0,16,4,77,3,77,4,77,0,4
1405,Maribelle,1405,Frankenstein,2023-03-03 14:55:50.904012,2023,3,3,4,0,12,6,683,1,683,6,683,1,6
1406,Paxton,1406,The Elements of Style,2023-08-01 08:19:06.494412,2023,8,1,1,0,21,6,414,4,414,6,414,1,6
1407,Flint,1407,Sailing for Dummies,2023-06-06 02:11:59.764812,2023,6,6,1,0,19,3,588,3,588,3,588,1,3
1408,Jillene,1408,Fiddler Fair,2024-11-03 19:27:03.393612,2024,11,3,6,1,12,4,72,2,72,4,72,0,4
1409,Amalia,1409,Desert Children,2022-01-15 08:56:47.323212,2022,1,15,5,1,15,2,329,2,329,2,329,1,2
1410,Giulietta,1410,The Builders,2024-04-09 17:03:18.859212,2024,4,9,1,0,12,4,280,2,280,4,280,1,4
1411,Griff,1411,El príncipe de la niebla (Trilogía de la Niebla  #1),2024-04-15 18:29:54.955212,2024,4,15,0,0,52,5,274,10,274,5,274,1,5
1412,Jacquelin,1412,The Confessions of Nat Turner,2024-01-02 03:23:45.422412,2024,1,2,1,0,29,5,378,5,378,5,378,1,5
1413,Gherardo,1413,Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,2024-02-23 04:13:54.561612,2024,2,23,4,0,64,3,294,9,294,3,294,1,3
1414,Eudora,1414,The Metamorphoses of Ovid,2022-06-13 22:07:52.027212,2022,6,13,0,0,25,4,535,4,535,4,535,1,4
1415,Dudley,1415,On the Trail of Mary  Queen of Scots,2024-01-12 02:03:23.784012,2024,1,12,4,0,36,5,368,8,368,5,368,1,5
1416,Anstice,1416,The 500 Hats of Bartholomew Cubbins,2022-05-07 14:34:18.878412,2022,5,7,5,1,35,5,916,6,916,5,916,1,5
1417,Robinson,1417,Never Let Me Go,2023-10-12 07:17:22.180812,2023,10,12,3,0,15,4,460,4,460,4,460,1,4
1418,Bobine,1418,The Damnation Game,2022-02-21 14:10:34.747212,2022,2,21,0,0,18,3,251,3,251,3,251,1,3
1419,Dwain,1419,La Emperatriz tras el velo (Trilogía Taj Mahal  #1),2022-03-18 01:04:00.648012,2022,3,18,4,0,51,2,840,9,840,2,840,1,2
1420,Gerti,1420,Winds of Fate (Valdemar: Mage Winds #1),2022-04-20 00:57:45.326412,2022,4,20,2,0,39,4,85,7,85,4,85,0,4
1421,Claybourne,1421,Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,2023-08-07 09:02:41.995212,2023,8,7,0,0,88,5,526,14,526,5,526,1,5
1422,Luci,1422,Reluctant Burglar (To Catch a Thief #1),2023-03-07 08:27:12.408012,2023,3,7,1,0,39,5,172,7,172,5,172,0,5
1423,Joane,1423,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,2024-03-04 16:12:35.073612,2024,3,4,0,0,59,5,316,11,316,5,316,1,5
1424,Alis,1424,To Have and to Hold,2024-10-18 21:33:53.937612,2024,10,18,4,0,19,3,88,5,88,3,88,0,3
1425,Sybil,1425,Art and Culture: Critical Essays,2022-02-22 23:23:27.768012,2022,2,22,1,0,32,4,539,5,539,4,539,1,4
1426,Editha,1426,The Foundling,2022-11-30 10:13:44.020812,2022,11,30,2,0,13,4,476,2,476,4,476,1,4
1427,Cordelie,1427,The Echo Maker,2022-07-10 20:00:53.534412,2022,7,10,6,1,14,4,861,3,861,4,861,1,4
1428,Claudell,1428,Tropic of Orange,2023-01-20 02:31:25.646412,2023,1,20,4,0,16,6,725,3,725,6,725,1,6
1429,Roanne,1429,Whiteout,2022-08-26 09:25:08.798412,2022,8,26,4,0,8,4,872,1,872,4,872,1,4
1430,Lorrayne,1430,Dogeaters,2023-10-25 14:05:21.288012,2023,10,25,2,0,9,7,219,1,219,6,219,1,6
1431,Kyrstin,1431,Scribble  Scribble: Notes on the Media,2022-12-20 23:59:31.742412,2022,12,20,1,0,38,2,755,6,755,2,755,1,2
1432,Octavius,1432,The Big Rock Candy Mountain,2023-02-23 08:23:54.292812,2023,2,23,3,0,27,4,259,5,259,3,259,1,3
1433,Belle,1433,One Hundred Years of Solitude,2024-09-01 09:05:11.553612,2024,9,1,6,1,29,3,135,5,135,3,135,0,3
1434,Cesya,1434,The Quickie,2023-04-29 03:10:32.875212,2023,4,29,5,1,11,4,377,2,377,4,377,1,4
1435,Theresita,1435,Their Eyes Were Watching God,2022-04-13 10:52:01.742412,2022,4,13,2,0,28,4,924,5,924,4,924,1,4
1436,Kendra,1436,The Wounded Healer: Ministry in Contemporary Society,2022-08-30 17:42:38.961612,2022,8,30,1,0,52,3,666,7,666,3,666,1,3
1437,Thatch,1437,Journey Into the Void (Sovereign Stone  #3),2023-05-06 15:54:14.856012,2023,5,6,5,1,43,2,619,7,619,2,619,1,2
1438,Carling,1438,Happy Birthday to You!,2022-10-15 10:37:17.179212,2022,10,15,5,1,22,3,654,4,654,3,654,1,3
1439,Kelly,1439,Way of the Peaceful Warrior: A Book That Changes Lives,2024-03-27 00:19:36.849612,2024,3,27,2,0,54,3,293,10,293,3,293,1,3
1440,Vassili,1440,Nacho and Lolita,2023-07-17 11:11:52.939212,2023,7,17,0,0,16,3,290,3,290,3,290,1,3
1441,Reid,1441,NYC Ballet Workout,2024-01-15 04:02:56.539212,2024,1,15,0,0,18,2,81,3,81,2,81,0,2
1442,Bran,1442,Behind Closed Doors: Secrets of Great Management,2024-02-22 16:49:36.331212,2024,2,22,3,0,48,5,178,7,178,5,178,0,5
1443,Saw,1443,Human Traces,2024-11-19 06:13:27.230412,2024,11,19,1,0,12,6,56,2,56,6,56,0,6
1444,Nicholle,1444,The Works and Days/Theogony/The Shield of Herakles,2024-02-22 18:37:40.046412,2024,2,22,3,0,50,3,327,7,327,3,327,1,3
1445,Audie,1445,A Short History of World War I,2024-02-07 11:31:44.136012,2024,2,7,2,0,30,5,287,7,287,5,287,1,5
1446,Kessiah,1446,The Panda's Thumb: More Reflections in Natural History,2022-03-25 15:43:32.472012,2022,3,25,4,0,54,4,976,8,976,4,976,1,4
1447,Fee,1447,Ever After (Lost Love  #2),2024-06-23 07:33:09.902412,2024,6,23,6,1,26,3,205,5,205,3,205,1,3
1448,Bert,1448,Accordion Crimes,2022-02-05 15:00:49.588812,2022,2,5,5,1,16,4,1024,2,1024,4,1024,1,4
1449,Abby,1449,Minuit dans le jardin du bien et du mal,2024-06-14 20:13:34.632012,2024,6,14,4,0,39,4,193,9,193,4,193,1,4
1450,Fianna,1450,Back Bay (Peter Fallon  #1),2024-05-19 14:11:32.116812,2024,5,19,6,1,27,4,165,5,165,4,165,0,4
1451,Elizabet,1451,The Night Remembers (Night  #1),2022-01-06 17:32:59.476812,2022,1,6,3,0,31,6,933,5,933,6,933,1,6
1452,Lucretia,1452,Die Broke: A Radical Four-Part Financial Plan,2023-08-31 03:28:05.400012,2023,8,31,3,0,45,2,502,7,502,2,502,1,2
1453,Nike,1453,The Rock That Is Higher: Story as Truth,2024-09-22 17:01:03.470412,2024,9,22,6,1,39,5,114,8,114,5,114,0,5
1455,Nadine,1455,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,2022-12-11 19:36:45.384012,2022,12,11,6,1,72,5,127,8,127,5,127,0,5
1456,Shell,1456,The New Annotated Sherlock Holmes: The Complete Short Stories,2024-12-07 01:45:24.388812,2024,12,7,5,1,61,4,38,9,38,4,38,0,4
1457,Trstram,1457,Killing the Imposter God: Philip Pullman's Spiritual Imagination in His Dark Materials,2023-07-04 11:43:58.190412,2023,7,4,1,0,86,3,560,12,560,2,560,1,2
1458,Dwayne,1458,Someone Comes to Town  Someone Leaves Town,2024-09-12 01:29:20.596812,2024,9,12,3,0,42,5,124,7,124,5,124,0,5
1459,Alfy,1459,Final Fantasy Origins - Official Strategy Guide,2024-05-26 16:15:55.003212,2024,5,26,6,1,47,6,233,7,233,6,233,1,6
1460,Matthus,1460,The Cement Garden,2022-05-20 09:52:48.196812,2022,5,20,4,0,17,2,322,3,322,2,322,1,2
1461,Thain,1461,The Day My Butt Went Psycho,2024-11-18 23:52:43.761612,2024,11,18,0,0,27,4,56,6,56,4,56,0,4
1462,Merwin,1462,Dream Country (The Sandman  #3),2022-02-08 01:16:11.505612,2022,2,8,1,0,31,4,293,5,293,3,293,1,3
1463,Tadio,1463,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,2024-06-23 14:41:14.030412,2024,6,23,6,1,73,5,205,13,205,3,205,1,3
1464,Deloria,1464,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),2022-11-25 18:12:36.859212,2022,11,25,4,0,42,5,781,9,781,5,781,1,5
1465,Germaine,1465,Collected Stories III: One Night in Brazil to The Death of Methuselah,2022-09-29 14:31:02.145612,2022,9,29,3,0,69,6,345,12,345,6,345,1,6
1466,Eustace,1466,Angels Flight (Harry Bosch  #6),2024-05-14 11:46:31.723212,2024,5,14,1,0,31,3,245,5,245,3,245,1,3
1467,Shaine,1467,The Theban Plays (Everyman's Library  #93),2022-12-22 04:57:33.086412,2022,12,22,3,0,42,4,45,6,45,4,45,0,4
1468,Halie,1468,Philosophical Papers: Volume 1  Human Agency and Language,2024-12-17 06:48:53.361612,2024,12,17,1,0,57,3,28,8,28,3,28,0,3
1469,Jemmy,1469,Pacto Con un Demonio,2024-07-09 11:25:29.246412,2024,7,9,1,0,20,3,189,4,189,3,189,1,3
1470,Terra,1470,Pippi Goes on Board,2023-03-25 19:19:11.736012,2023,3,25,5,1,19,3,661,4,661,3,661,1,3
1472,Rafaellle,1472,Labyrinths: Selected Stories and Other Writings,2022-08-19 00:57:50.078412,2022,8,19,4,0,47,5,632,6,632,5,632,1,5
1473,Joanne,1473,Anton Chekhov's Selected Plays,2023-05-04 21:41:15.960012,2023,5,4,3,0,30,3,621,4,621,3,621,1,3
1474,Gherardo,1474,Kitty Takes a Holiday (Kitty Norville  #3),2023-03-19 23:55:53.236812,2023,3,19,6,1,42,4,172,7,172,4,172,0,4
1475,Izaak,1475,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,2022-02-23 02:21:07.022412,2022,2,23,2,0,81,3,167,15,167,3,167,0,3
1476,Jeniece,1476,Cattus Petasatus: The Cat in the Hat in Latin,2022-02-28 03:24:40.891212,2022,2,28,0,0,45,5,437,9,437,5,437,1,5
1477,Consalve,1477,Boys Against Girls (Sweet Valley Twins  #17),2024-06-09 17:42:06.561612,2024,6,9,6,1,44,3,219,7,219,3,219,1,3
1478,Winne,1478,Ship of Destiny (Liveship Traders  #3),2023-05-06 17:33:32.568012,2023,5,6,5,1,38,4,290,6,290,4,290,1,4
1480,Candace,1480,Crest of the Stars 2: A Modest War  (Seikai no Monshou  #2),2023-06-28 02:10:35.524812,2023,6,28,2,0,59,4,566,12,566,2,566,1,2
1481,Borg,1481,Girl Meets Ape,2023-10-01 02:25:30.888012,2023,10,1,6,1,14,5,471,3,471,4,471,1,4
1482,Alayne,1482,The Brothers Karamazov,2023-02-23 16:16:38.548812,2023,2,23,3,0,22,4,691,3,691,4,691,1,4
1483,Katerine,1483,Sharpe's Prey (Sharpe  #5),2022-03-14 12:19:14.040012,2022,3,14,0,0,26,4,169,4,169,4,169,0,4
1484,Falkner,1484,Ariel Sharon: A Life,2022-12-05 14:43:23.025612,2022,12,5,0,0,20,6,771,4,771,6,771,1,6
1485,Sutton,1485,How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),2022-11-29 10:46:02.318412,2022,11,29,1,0,71,4,639,12,639,4,639,1,4
1486,Natalya,1486,The Complete Odes and Epodes,2024-11-21 14:39:49.704012,2024,11,21,3,0,28,5,54,5,54,5,54,0,5
1487,Frasco,1487,The Plot: The Secret Story of the Protocols of the Elders of Zion,2023-09-03 23:51:56.673612,2023,9,3,6,1,65,6,498,13,498,6,498,1,6
1488,Sigismondo,1488,The Idiot,2022-06-01 03:32:41.275212,2022,6,1,2,0,9,4,129,2,129,4,129,0,4
1489,Maiga,1489,Introducing Baudrillard,2024-09-30 11:46:47.793612,2024,9,30,0,0,23,4,106,2,106,4,106,0,4
1490,Brew,1490,The Master of Go,2022-10-20 05:48:15.921612,2022,10,20,3,0,16,6,817,4,817,6,817,1,6
1491,Natka,1491,White Teeth,2022-03-03 01:50:59.793612,2022,3,3,3,0,11,2,1048,2,1048,2,1048,1,2
1492,Sisely,1492,The Twelve Caesars,2024-09-23 06:03:38.500812,2024,9,23,0,0,18,3,113,3,113,3,113,0,3
1493,Nanice,1493,McSweeney's #12,2024-05-13 12:36:16.843212,2024,5,13,0,0,15,3,230,2,230,3,230,1,3
1494,Vasily,1494,Belshazzar's Daughter (Inspector Ikmen #1),2022-12-23 07:54:28.622412,2022,12,23,4,0,42,4,753,5,753,4,753,1,4
1496,Kassandra,1496,A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,2023-02-15 12:37:53.611212,2023,2,15,2,0,59,4,522,11,522,4,522,1,4
1497,Friedrich,1497,Guards! Guards! (Discworld  #8),2022-09-04 22:25:52.632012,2022,9,4,6,1,31,4,848,4,848,4,848,1,4
1498,Dorella,1498,Mayflower: A Story of Courage  Community  and War,2022-09-12 08:54:36.772812,2022,9,12,0,0,49,6,855,8,855,6,855,1,6
1499,Ransom,1499,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,2022-10-10 23:12:24.648012,2022,10,10,0,0,65,6,217,12,217,6,217,1,6
1500,Conan,1500,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,2022-02-05 21:52:13.204812,2022,2,5,5,1,81,4,440,13,440,3,440,1,3
1501,Natka,1501,Roverandom,2023-01-17 21:42:51.172812,2023,1,17,1,0,10,2,728,1,728,2,728,1,2
1502,Reinold,1502,Experimental Phenomenology: An Introduction,2024-11-20 11:30:54.542412,2024,11,20,2,0,43,3,55,4,55,3,55,0,3
1503,Arlen,1503,Complete Beatles Chronicle  The,2022-08-13 22:12:08.980812,2022,8,13,5,1,31,1,885,4,885,1,885,1,1
1504,Jordan,1504,Whole Earth Software Catalog,2023-09-23 09:33:36.657612,2023,9,23,5,1,28,3,479,4,479,3,479,1,3
1505,Jillene,1505,Piccadilly Jim,2022-10-04 21:48:12.494412,2022,10,4,1,0,14,3,833,2,833,3,833,1,3
1506,Jorge,1506,The Periodic Table,2022-10-13 07:57:50.798412,2022,10,13,3,0,18,2,824,3,824,2,824,1,2
1507,Kiley,1507,The Night Remembers (Night  #1),2022-12-29 04:15:06.100812,2022,12,29,3,0,31,2,747,5,747,2,747,1,2
1508,Jeramie,1508,The Chronicles of Narnia CD Box Set,2022-11-25 21:18:36.369612,2022,11,25,4,0,35,1,781,7,781,1,781,1,1
1509,Tann,1509,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),2022-03-31 19:33:26.923212,2022,3,31,3,0,78,3,1020,14,1020,3,1020,1,3
1510,Conny,1510,Murder Unleashed (Jack and Jamie #2),2024-01-19 01:49:50.673612,2024,1,19,4,0,36,4,361,6,361,3,361,1,3
1511,Syd,1511,The Diagnosis,2023-05-23 15:11:27.134412,2023,5,23,1,0,13,1,602,2,602,1,602,1,1
1512,Alissa,1512,A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,2022-11-08 13:11:11.784012,2022,11,8,1,0,75,1,798,13,798,1,798,1,1
1513,Barbette,1513,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),2023-11-20 15:07:05.774412,2023,11,20,0,0,79,2,421,17,421,2,421,1,2
1514,Therese,1514,How to Seduce Your Dream Man,2024-10-07 17:27:38.500812,2024,10,7,0,0,28,1,99,6,99,1,99,0,1
1515,Griselda,1515,Problems of Dostoevsky's Poetics,2023-03-07 16:01:55.800012,2023,3,7,1,0,32,2,679,4,679,2,679,1,2
1516,Phyllida,1516,Nightingale's Song,2023-09-21 08:53:05.707212,2023,9,21,3,0,18,2,481,2,481,2,481,1,2
1517,Jaime,1517,The Library of Apollodorus: Gods and Heroes of the Greeks,2024-07-01 18:53:59.131212,2024,7,1,0,0,57,1,197,10,197,1,197,1,1
1518,Pierson,1518,Marilyn Manson,2022-10-31 19:38:28.804812,2022,10,31,0,0,14,3,806,2,806,3,806,1,3
1519,Cornelia,1519,Who Moved My Cheese?,2022-11-10 16:30:48.724812,2022,11,10,3,0,20,1,796,4,796,1,796,1,1
1520,Shanon,1520,Blind Flight,2023-03-13 09:00:40.430412,2023,3,13,0,0,12,3,673,2,673,3,673,1,3
1521,Ginnifer,1521,A Day in the Life: The Music and Artistry of the Beatles,2023-01-14 14:17:01.041612,2023,1,14,5,1,56,1,731,12,731,1,731,1,1
1522,Orella,1522,Executive Orders (Jack Ryan  #8),2024-12-12 02:50:14.030412,2024,12,12,3,0,32,3,33,5,33,3,33,0,3
1523,Romeo,1523,Lucie Babbidge's House,2022-12-02 11:18:29.083212,2022,12,2,4,0,22,3,774,3,774,3,774,1,3
1524,Adiana,1524,A Clockwork Orange,2022-12-06 01:37:33.681612,2022,12,6,1,0,18,1,770,3,770,1,770,1,1
1525,Dewey,1525,Haunted,2022-04-09 22:39:16.497612,2022,4,9,5,1,7,1,1011,1,1011,1,1011,1,1
1526,Cynthie,1526,Taking Sides (Sweet Valley High  #31),2023-01-02 10:35:08.097612,2023,1,2,0,0,37,2,743,6,743,2,743,1,2
1527,Cherry,1527,Self-Made Man: One Woman's Journey Into Manhood and Back Again,2023-02-06 04:02:25.521612,2023,2,6,0,0,62,1,708,10,708,1,708,1,1
